José Machado Anjos,960006116,968240344,josboa1350@outlook.com
Afonso Freitas Simões,938282700,933180718,afoada2800@gmail.com
Luís Campos Neto,935815866,926958025,luinto2330@gmail.com
José Garcia Ribeiro,921610847,968126436,josira2659@outlook.com
José Gonçalves Esteves,966368981,966272040,josbra3000@sapo.pt
Tiago Sá Lourenço,935138223,965184474,tiaboa1269@outlook.com
Gabriel Ribeiro Tavares,934988076,929766199,gabira2655@gmail.com
Miguel Pereira Morais,922667954,926770275,migboa1900@outlook.com
Marco Ribeiro Valente,919985800,928672436,marira2655@sapo.pt
Marco Ferreira Sá,934979602,917651006,marira2659@gmail.com
Afonso Miranda Torres,912840680,968453282,aforia2419@gmail.com
Santiago Leal Matias,918595256,939034152,sanboa1950@sapo.pt
Joana Campos Branco,964417168,961670040,joaboa1067@outlook.com
Beatriz Baptista Campos,921681363,917457301,beabal2914@sapo.pt
Rodrigo Mariana Esteves Ramos,918051060,966203362,rodboa1349@sapo.pt
Matilde Sara Lourenço Baptista,917611732,939919167,matboa1200@outlook.com
Francisco Diogo Lourenço Mendes,962900518,929195602,frarem2000@outlook.com
Pedro João Castro Rodrigues,914035074,935089632,pednto2334@gmail.com
Francisca João Machado Miranda,911579295,933692996,fravas2350@gmail.com
João Ana Lima Loureiro,922466068,932240266,joaada2814@outlook.com
Miguel Leonor Domingues Magalhães,968897222,966458655,migrem2009@gmail.com
Luís Sofia Torres Lopes,919441524,963669868,luiboa1350@sapo.pt
Duarte Luís Moura Rodrigues,929109147,911763111,duaboa1959@gmail.com
Catarina Carolina Amaral Oliveira,925246416,912739528,catiro2834@sapo.pt
José Catarina Pinho Neves,937693125,913254788,josboa1449@outlook.com
Mariana Carolina Vicente Batista,914412029,964115155,marboa1200@outlook.com
Francisca Diana Abreu Ferreira,962988085,968892766,fraria2410@outlook.com
Rodrigo Rodrigo Loureiro Teixeira,934540642,915574498,rodria2415@gmail.com
Carolina Catarina Araújo Mendes,921433280,936801172,carboa1700@gmail.com
Leonor Rodrigo Rocha Vaz,964307079,915047705,leoboa1949@gmail.com
Mariana Santiago Amorim Gomes,966373581,936973199,marmar2300@gmail.com
Catarina Francisco Cruz Barbosa,938165259,914502172,catica2825@outlook.com
Matilde Lurdes Castro Loureiro,913492766,964111504,matboa1950@gmail.com
Francisco Tiago Cardoso Simões,935848306,960006116,fraboa1950@sapo.pt
Miguel Diogo Fernandes Pacheco,967137122,938282700,migbal2914@sapo.pt
Tiago André Carvalho Santos,931766194,935815866,tiaira2659@gmail.com
Francisco Vera Melo Henriques,929725107,921610847,fraboa1349@outlook.com
Santiago Marco Cruz Nunes,965651052,966368981,sanboa1950@sapo.pt
Leonor Duarte Ramos Melo,923596358,935138223,leoboa1250@sapo.pt
Beatriz Diogo Cruz Ramos,934209642,934988076,beaora2614@outlook.com
Ana Tiago Barbosa Leal,914723656,922667954,anaboa1998@sapo.pt
Beatriz Mariana Matias Ribeiro,933312523,919985800,beaboa1649@sapo.pt
Rodrigo Diana Pires Neves,932942747,934979602,rodrem2009@sapo.pt
Bruno Joana Gaspar Melo,968774378,912840680,bruboa1300@outlook.com
Francisca Mariana Coelho Marques,963132795,918595256,fraboa1050@sapo.pt
Martim Bruno Raposo Borges,920120892,964417168,marlos2775@outlook.com
Gabriel Sara Morais Leal,965921199,921681363,gabnto2330@outlook.com
Beatriz Afonso Santos Ferreira,927776976,937455457,beaboa1098@outlook.com
Gabriel Duarte Pinto Amaral,963869258,918051060,gabrem2009@sapo.pt
Francisco Mariana Matias Miranda,963908101,917611732,fraboa1067@sapo.pt
Carolina André Anjos Santos,936684178,962900518,carlos2775@outlook.com
Martim Ana Baptista Azevedo,911166669,939819443,marboa1000@outlook.com
Diogo Maria Fonseca Simões,932975765,914035074,dioboa1700@outlook.com
Miguel Daniela Magalhães Cunha,915242913,911579295,migboa1800@gmail.com
Daniela Marco Baptista Amorim,928355989,922466068,daniro2830@outlook.com
Afonso Luís Simões Carneiro,928000701,968897222,aforem2009@sapo.pt
Diogo Gabriel Ramos Anjos,934951508,919441524,dionto2334@outlook.com
Tomás Francisca Neto Melo,920167738,929109147,tomlos2779@sapo.pt
Ricardo Carolina Guerreiro Castro,924488501,925246416,ricboa1748@outlook.com
Maria Martim Barbosa Esteves,964648106,937693125,marora2654@sapo.pt
Miguel Santiago Henriques Lourenço,934524575,914412029,migboa1150@sapo.pt
André Rodrigo Henriques Ferreira,914514262,962988085,andria2424@sapo.pt
Duarte Duarte Gaspar Pereira,910689905,934540642,duaboa1949@sapo.pt
José Tomás Carneiro Leite,910640335,921433280,josboa1350@outlook.com
Rodrigo Inês Branco Costa,926934449,964307079,rodboa1049@sapo.pt
Daniela Tiago Araújo Castro,914385256,966373581,danica2825@outlook.com
Duarte Inês Lopes Mota,963104327,938165259,duaica2825@gmail.com
Francisca Diana Valente Silva,938667475,913492766,fraras2784@outlook.com
Marco Joana Santos Amaral,932911610,935848306,marlos2775@gmail.com
Tiago Matilde Pinho Barbosa,961727025,967137122,tiaora2724@sapo.pt
Francisco Sofia Paiva Lopes,916192739,931766194,fraboa1149@gmail.com
Ana Daniela Ribeiro Machado,923906466,929725107,anaboa1099@sapo.pt
Tiago Marco Gonçalves Brito,963589494,965651052,tiaboa1549@sapo.pt
Inês André Correia Cunha,966818271,923596358,ineboa1149@outlook.com
